cell_id,name_en,lat,lon,URM1,pop_URM1,val_URM1,URM2,pop_URM2,val_URM2,CM,pop_CM,val_CM,RM-L,pop_RM-L,val_RM-L,RM-M,pop_RM-M,val_RM-M,RC1,pop_RC1,val_RC1,RC2,pop_RC2,val_RC2,RC3,pop_RC3,val_RC3,RC4,pop_RC4,val_RC4,RCPC1,pop_RCPC1,val_RCPC1,RCPC2,pop_RCPC2,val_RCPC2,ADO,pop_ADO,val_ADO,WOOD1,pop_WOOD1,val_WOOD1,WOOD2,pop_WOOD2,val_WOOD2,STEEL,pop_STEEL,val_STEEL,OTH,pop_OTH,val_OTH,bdg_tot,pop_tot,val_tot
509,test,37.936287,58.428574,7,26,598150,15,57,1480035,14,1064,9362304,14,72,1551578,9,936,4866579,11,1672,19671905,12,1824,93902268,0,0,0,0,0,0,16,2432,33386208,0,0,0,7,36,43218,4,20,1904128,0,0,0,4,15,872500,0,0,0,113,8154,167638873
510,test,37.976455,58.324069,0,0,0,1,3,98669,0,0,0,1,5,110827,1,104,540731,0,0,0,0,0,0,0,0,0,0,0,0,1,152,2086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,264,2836865
511,test,37.966976,58.433339,7,26,598150,14,53,1381366,8,608,5349888,11,57,1219097,9,936,4866579,11,1672,19671905,6,912,46951134,0,0,0,0,0,0,15,2280,31299570,0,0,0,7,36,43218,3,15,1428096,0,0,0,0,0,0,0,0,0,91,6595,112809003
512,test,37.950330,58.331440,1,3,85450,1,3,98669,1,76,668736,0,0,0,1,104,540731,1,152,1788355,1,152,7825189,0,0,0,0,0,0,1,152,2086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,642,13093768
513,test,37.907221,58.453577,2,7,170900,3,11,296007,2,152,1337472,1,5,110827,2,208,1081462,1,152,1788355,3,456,23475567,0,0,0,0,0,0,2,304,4173276,0,0,0,1,5,6174,1,5,476032,0,0,0,0,0,0,0,0,0,18,1305,32916072
514,test,37.996098,58.338177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,test,37.962597,58.446372,4,15,341800,6,22,592014,2,152,1337472,1,5,110827,2,208,1081462,2,304,3576710,4,608,31300756,0,0,0,0,0,0,4,608,8346552,0,0,0,1,5,6174,1,5,476032,0,0,0,0,0,0,0,0,0,27,1932,47169799
516,test,37.939911,58.444106,5,19,427250,7,26,690683,6,456,4012416,3,15,332481,3,312,1622193,3,456,5365065,5,760,39125945,0,0,0,0,0,0,4,608,8346552,0,0,0,1,5,6174,1,5,476032,0,0,0,0,0,0,0,0,0,38,2662,60404791
517,test,37.967139,58.381180,13,49,1110850,19,72,1874711,9,684,6018624,9,46,997443,7,728,3785117,6,912,10730130,10,1520,78251890,0,0,0,0,0,0,18,2736,37559484,0,0,0,2,10,12348,3,15,1428096,0,0,0,0,0,0,0,0,0,96,6772,141768693
518,test,37.886265,58.385629,5,19,427250,10,38,986690,6,456,4012416,2,10,221654,3,312,1622193,4,608,7153420,6,912,46951134,0,0,0,0,0,0,5,760,10433190,0,0,0,1,5,6174,2,10,952064,0,0,0,0,0,0,0,0,0,44,3130,72766185
