cell_id,name_en,lat,lon,URM1,pop_URM1,val_URM1,URM2,pop_URM2,val_URM2,CM,pop_CM,val_CM,RM-L,pop_RM-L,val_RM-L,RM-M,pop_RM-M,val_RM-M,RC1,pop_RC1,val_RC1,RC2,pop_RC2,val_RC2,RC3,pop_RC3,val_RC3,RC4,pop_RC4,val_RC4,RCPC1,pop_RCPC1,val_RCPC1,RCPC2,pop_RCPC2,val_RCPC2,ADO,pop_ADO,val_ADO,WOOD1,pop_WOOD1,val_WOOD1,WOOD2,pop_WOOD2,val_WOOD2,STEEL,pop_STEEL,val_STEEL,OTH,pop_OTH,val_OTH,bdg_tot,pop_tot,val_tot
856,test,41.852481,60.757131,278,1056,17988546,0,0,0,0,0,0,74,384,6629956,21,2184,8004003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1554,1868152,1,5,50803,0,0,0,0,0,0,0,0,0,673,5183,34541460
857,test,41.990578,60.653175,135,513,8735445,0,0,0,0,0,0,231,1201,20696214,36,3744,13721148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,4830,5804392,0,0,0,0,0,0,0,0,0,0,0,0,1331,10288,48957199
858,test,44.557942,57.447868,20,76,1294140,0,0,0,0,0,0,78,405,6988332,22,2288,8385146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,3671,4411088,0,0,0,0,0,0,0,0,0,0,0,0,826,6440,21078706
859,test,44.781144,59.348568,72,273,4658904,0,0,0,0,0,0,33,171,2956602,4,416,1524572,0,0,0,0,0,0,0,0,0,0,0,0,6,912,10248858,0,0,0,397,2064,2480456,0,0,0,0,0,0,0,0,0,0,0,0,512,3836,21869392
860,test,42.458639,60.975660,6,22,388242,0,0,0,1,76,1229687,28,145,2508632,8,832,3049144,0,0,0,0,0,0,0,0,0,0,0,0,1,152,1708143,0,0,0,348,1809,2174304,0,0,0,0,0,0,0,0,0,0,0,0,392,3036,11058152
861,test,44.157521,59.535083,35,133,2264745,2,7,136646,0,0,0,260,1352,23294440,14,1456,5336002,0,0,0,0,0,0,0,0,0,0,0,0,1,152,1708143,0,0,0,253,1315,1580744,0,0,0,0,0,0,0,0,0,0,0,0,565,4415,34320720
862,test,45.166434,59.048340,11,41,711777,3,11,204969,0,0,0,59,306,5286046,13,1352,4954859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,2314,2780360,3,15,152409,0,0,0,0,0,0,0,0,0,534,4039,14090420
863,test,43.810419,56.957202,4,15,258828,0,0,0,0,0,0,65,338,5823610,17,1768,6479431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,3057,3673824,0,0,0,0,0,0,0,0,0,0,0,0,674,5178,16235693
864,test,43.386088,60.551535,106,402,6858942,3,11,204969,0,0,0,10,52,895940,12,1248,4573716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1544,1855656,0,0,0,0,0,0,0,0,0,0,0,0,428,3257,14389223
865,test,42.164846,60.605188,87,330,5629509,0,0,0,0,0,0,41,213,3673354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1064,11957001,0,0,0,247,1284,1543256,0,0,0,0,0,0,0,0,0,0,0,0,382,2891,22803120
866,test,43.266840,59.236441,22,83,1423554,0,0,0,0,0,0,79,410,7077926,26,2704,9909718,0,0,0,0,0,0,0,0,0,0,0,0,1,152,1708143,0,0,0,902,4690,5635696,0,0,0,0,0,0,0,0,0,0,0,0,1030,8039,25755037
867,test,41.098073,62.449084,4,15,258828,0,0,0,0,0,0,1,5,89594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,62480,0,0,0,0,0,0,0,0,0,0,0,0,15,72,410902
868,test,43.052718,57.117843,140,532,9058980,0,0,0,0,0,0,20,104,1791880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1976,22205859,0,0,0,413,2147,2580424,90,468,4572270,0,0,0,0,0,0,0,0,0,676,5227,40209413
869,test,42.941924,60.844629,103,391,6664821,0,0,0,0,0,0,20,104,1791880,12,1248,4573716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1440,1730696,0,0,0,0,0,0,0,0,0,0,0,0,412,3183,14761113
870,test,42.489902,59.571819,305,1159,19735635,0,0,0,0,0,0,5,26,447970,98,10192,37352014,0,0,0,0,0,0,0,0,0,0,0,0,1,152,1708143,0,0,0,3448,17929,21543104,13,67,660439,0,0,0,0,0,0,0,0,0,3870,29525,81447305
871,test,44.224414,60.723578,92,349,5953044,0,0,0,1,76,1229687,25,130,2239850,11,1144,4192573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1424,1711952,0,0,0,0,0,0,0,0,0,0,0,0,403,3123,15327106
